Driver,LapTime,LapNumber,Compound,TyreLife,Team,Track,Rainfall,TrackTemp,LapTime_sec,LapTime_norm
TSU,94.771,4.0,MEDIUM,4.0,Red Bull Racing,Suzuka,0,20.7,94.771,1.2208496009437921
TSU,94.569,5.0,MEDIUM,5.0,Red Bull Racing,Suzuka,0,20.6,94.569,1.0576495460902935
TSU,94.76,6.0,MEDIUM,6.0,Red Bull Racing,Suzuka,0,20.6,94.76,1.2119624692438526
TSU,94.655,7.0,MEDIUM,7.0,Red Bull Racing,Suzuka,0,20.6,94.655,1.1271307575625746
TSU,94.818,8.0,MEDIUM,8.0,Red Bull Racing,Suzuka,0,20.6,94.818,1.2588218909344555
TSU,94.552,9.0,MEDIUM,9.0,Red Bull Racing,Suzuka,0,20.7,94.552,1.0439148880085667
TSU,94.598,10.0,MEDIUM,10.0,Red Bull Racing,Suzuka,0,20.6,94.598,1.0810792569355951
TSU,94.668,11.0,MEDIUM,11.0,Red Bull Racing,Suzuka,0,20.2,94.668,1.1376337313897842
TSU,94.427,12.0,MEDIUM,12.0,Red Bull Racing,Suzuka,0,20.4,94.427,0.9429247550546682
TSU,94.357,13.0,MEDIUM,13.0,Red Bull Racing,Suzuka,0,20.4,94.357,0.8863702806004791
TSU,94.6,14.0,MEDIUM,14.0,Red Bull Racing,Suzuka,0,20.4,94.6,1.0826950990628537
TSU,94.02,15.0,MEDIUM,15.0,Red Bull Racing,Suzuka,0,20.3,94.02,0.614100882156766
TSU,94.717,16.0,MEDIUM,16.0,Red Bull Racing,Suzuka,0,19.9,94.717,1.1772218635077063
TSU,94.595,17.0,MEDIUM,17.0,Red Bull Racing,Suzuka,0,20.0,94.595,1.0786554937447015
TSU,94.606,18.0,MEDIUM,18.0,Red Bull Racing,Suzuka,0,20.1,94.606,1.087542625444641
TSU,94.439,19.0,MEDIUM,19.0,Red Bull Racing,Suzuka,0,20.1,94.439,0.9526198078182313
TSU,94.326,20.0,MEDIUM,20.0,Red Bull Racing,Suzuka,0,20.0,94.326,0.8613247276279075
TSU,94.975,21.0,MEDIUM,21.0,Red Bull Racing,Suzuka,0,20.0,94.975,1.3856654979245493
TSU,95.661,22.0,MEDIUM,22.0,Red Bull Racing,Suzuka,0,20.0,95.661,1.9398993475755502
TSU,93.618,25.0,HARD,2.0,Red Bull Racing,Suzuka,0,19.6,93.618,0.28931661457702745
TSU,92.893,27.0,HARD,4.0,Red Bull Racing,Suzuka,0,19.4,92.893,-0.29642615655557936
TSU,93.036,28.0,HARD,5.0,Red Bull Racing,Suzuka,0,19.5,93.036,-0.1808934444563189
TSU,92.955,29.0,HARD,6.0,Red Bull Racing,Suzuka,0,19.6,92.955,-0.24633505061044764
TSU,92.925,30.0,HARD,7.0,Red Bull Racing,Suzuka,0,19.7,92.925,-0.2705726825193842
TSU,93.125,31.0,HARD,8.0,Red Bull Racing,Suzuka,0,19.5,93.125,-0.10898846979314426
TSU,92.735,32.0,HARD,9.0,Red Bull Racing,Suzuka,0,19.4,92.735,-0.4240776846093081
TSU,92.533,33.0,HARD,10.0,Red Bull Racing,Suzuka,0,19.4,92.533,-0.5872777394628067
TSU,92.609,34.0,HARD,11.0,Red Bull Racing,Suzuka,0,19.4,92.609,-0.5258757386268417
TSU,92.424,35.0,HARD,12.0,Red Bull Racing,Suzuka,0,19.4,92.424,-0.6753411353986019
TSU,92.35,36.0,HARD,13.0,Red Bull Racing,Suzuka,0,19.3,92.35,-0.7351272941073197
TSU,92.354,37.0,HARD,14.0,Red Bull Racing,Suzuka,0,19.3,92.354,-0.731895609852791
TSU,92.509,38.0,HARD,15.0,Red Bull Racing,Suzuka,0,19.2,92.509,-0.606667844989956
TSU,92.598,39.0,HARD,16.0,Red Bull Racing,Suzuka,0,19.3,92.598,-0.5347628703267813
TSU,92.319,40.0,HARD,17.0,Red Bull Racing,Suzuka,0,19.2,92.319,-0.7601728470798799
TSU,92.522,41.0,HARD,18.0,Red Bull Racing,Suzuka,0,19.4,92.522,-0.5961648711627462
TSU,92.482,42.0,HARD,19.0,Red Bull Racing,Suzuka,0,19.4,92.482,-0.6284817137079989
TSU,92.131,43.0,HARD,20.0,Red Bull Racing,Suzuka,0,19.4,92.131,-0.9120620070425451
TSU,92.195,44.0,HARD,21.0,Red Bull Racing,Suzuka,0,19.4,92.195,-0.8603550589701547
TSU,92.007,45.0,HARD,22.0,Red Bull Racing,Suzuka,0,19.4,92.007,-1.0122442189328087
TSU,91.94,46.0,HARD,23.0,Red Bull Racing,Suzuka,0,19.4,91.94,-1.066374930196104
TSU,92.381,47.0,HARD,24.0,Red Bull Racing,Suzuka,0,19.2,92.381,-0.7100817411347481
TSU,91.907,48.0,HARD,25.0,Red Bull Racing,Suzuka,0,19.2,91.907,-1.0930363252959343
TSU,91.929,49.0,HARD,26.0,Red Bull Racing,Suzuka,0,19.3,91.929,-1.0752620618960438
TSU,91.978,50.0,HARD,27.0,Red Bull Racing,Suzuka,0,19.4,91.978,-1.0356739297781217
TSU,91.871,51.0,HARD,28.0,Red Bull Racing,Suzuka,0,19.3,91.871,-1.1221214835866582
TSU,92.141,52.0,HARD,29.0,Red Bull Racing,Suzuka,0,19.0,92.141,-0.9039827964062291
TSU,92.088,53.0,HARD,30.0,Red Bull Racing,Suzuka,0,19.1,92.088,-0.9468026127786914
GAS,95.858,2.0,MEDIUM,2.0,Alpine,Suzuka,0,20.8,95.858,2.0990597971108964
GAS,94.955,3.0,MEDIUM,3.0,Alpine,Suzuka,0,20.9,94.955,1.3695070766519288
GAS,94.708,4.0,MEDIUM,4.0,Alpine,Suzuka,0,20.7,94.708,1.1699505739350253
GAS,94.554,5.0,MEDIUM,5.0,Alpine,Suzuka,0,20.6,94.554,1.0455307301358252
GAS,94.85,6.0,MEDIUM,6.0,Alpine,Suzuka,0,20.6,94.85,1.2846753649706508
GAS,94.585,7.0,MEDIUM,7.0,Alpine,Suzuka,0,20.6,94.585,1.0705762831083854
GAS,94.771,8.0,MEDIUM,8.0,Alpine,Suzuka,0,20.6,94.771,1.2208496009437921
GAS,94.553,9.0,MEDIUM,9.0,Alpine,Suzuka,0,20.7,94.553,1.0447228090721903
GAS,94.677,10.0,MEDIUM,10.0,Alpine,Suzuka,0,20.6,94.677,1.1449050209624652
GAS,94.67,11.0,MEDIUM,11.0,Alpine,Suzuka,0,20.2,94.67,1.139249573517043
GAS,94.54,12.0,MEDIUM,12.0,Alpine,Suzuka,0,20.4,94.54,1.034219835244992
GAS,94.303,13.0,MEDIUM,13.0,Alpine,Suzuka,0,20.4,94.303,0.8427425431643932
GAS,94.302,14.0,MEDIUM,14.0,Alpine,Suzuka,0,20.4,94.302,0.8419346221007696
GAS,94.289,15.0,MEDIUM,15.0,Alpine,Suzuka,0,20.3,94.289,0.83143164827356
GAS,94.662,16.0,MEDIUM,16.0,Alpine,Suzuka,0,19.9,94.662,1.1327862050079969
GAS,94.629,17.0,MEDIUM,17.0,Alpine,Suzuka,0,20.0,94.629,1.1061248099081666
GAS,94.688,18.0,MEDIUM,18.0,Alpine,Suzuka,0,20.1,94.688,1.1537921526624049
GAS,94.397,19.0,MEDIUM,19.0,Alpine,Suzuka,0,20.1,94.397,0.9186871231457316
GAS,94.355,20.0,MEDIUM,20.0,Alpine,Suzuka,0,20.0,94.355,0.8847544384732204
GAS,94.6,21.0,MEDIUM,21.0,Alpine,Suzuka,0,20.0,94.6,1.0826950990628537
GAS,96.092,22.0,MEDIUM,22.0,Alpine,Suzuka,0,20.0,96.092,2.28811332600059
GAS,94.411,23.0,MEDIUM,23.0,Alpine,Suzuka,0,19.9,94.411,0.9299980180365649
GAS,93.248,26.0,HARD,2.0,Alpine,Suzuka,0,19.6,93.248,-0.009614178966504353
GAS,92.944,27.0,HARD,3.0,Alpine,Suzuka,0,19.4,92.944,-0.25522218231038724
GAS,92.911,28.0,HARD,4.0,Alpine,Suzuka,0,19.5,92.911,-0.2818835774102174
GAS,92.654,29.0,HARD,5.0,Alpine,Suzuka,0,19.6,92.654,-0.48951929076343687
GAS,92.696,30.0,HARD,6.0,Alpine,Suzuka,0,19.7,92.696,-0.45558660609092566
GAS,92.624,31.0,HARD,7.0,Alpine,Suzuka,0,19.5,92.624,-0.5137569226723734
GAS,92.682,32.0,HARD,8.0,Alpine,Suzuka,0,19.4,92.682,-0.4668975009817589
GAS,92.509,33.0,HARD,9.0,Alpine,Suzuka,0,19.4,92.509,-0.606667844989956
GAS,92.438,34.0,HARD,10.0,Alpine,Suzuka,0,19.4,92.438,-0.6640302405077686
GAS,92.3,35.0,HARD,11.0,Alpine,Suzuka,0,19.4,92.3,-0.7755233472888768
GAS,92.179,36.0,HARD,12.0,Alpine,Suzuka,0,19.3,92.179,-0.8732817959882466
GAS,92.354,37.0,HARD,13.0,Alpine,Suzuka,0,19.3,92.354,-0.731895609852791
GAS,92.258,38.0,HARD,14.0,Alpine,Suzuka,0,19.2,92.258,-0.809456031961388
GAS,92.377,39.0,HARD,15.0,Alpine,Suzuka,0,19.3,92.377,-0.7133134253892768
GAS,92.447,40.0,HARD,16.0,Alpine,Suzuka,0,19.2,92.447,-0.6567589509350876
GAS,92.129,41.0,HARD,17.0,Alpine,Suzuka,0,19.4,92.129,-0.9136778491698038
GAS,92.077,42.0,HARD,18.0,Alpine,Suzuka,0,19.4,92.077,-0.955689744478631
GAS,92.024,43.0,HARD,19.0,Alpine,Suzuka,0,19.4,92.024,-0.9985095608510818
GAS,91.934,44.0,HARD,20.0,Alpine,Suzuka,0,19.4,91.934,-1.0712224565778914
GAS,92.013,45.0,HARD,21.0,Alpine,Suzuka,0,19.4,92.013,-1.0073966925510214
GAS,92.05,46.0,HARD,22.0,Alpine,Suzuka,0,19.4,92.05,-0.9775036131966739
GAS,92.216,47.0,HARD,23.0,Alpine,Suzuka,0,19.2,92.216,-0.8433887166338992
GAS,92.023,48.0,HARD,24.0,Alpine,Suzuka,0,19.2,92.023,-0.9993174819147168
GAS,92.087,49.0,HARD,25.0,Alpine,Suzuka,0,19.3,92.087,-0.947610533842315
GAS,92.11,50.0,HARD,26.0,Alpine,Suzuka,0,19.4,92.11,-0.9290283493788007
GAS,91.949,51.0,HARD,27.0,Alpine,Suzuka,0,19.3,91.949,-1.059103640623423
GAS,91.82,52.0,HARD,28.0,Alpine,Suzuka,0,19.0,91.82,-1.1633254578318504
SAI,96.248,2.0,MEDIUM,2.0,Williams,Suzuka,0,20.8,96.248,2.4141490119270603
SAI,95.33,3.0,MEDIUM,3.0,Williams,Suzuka,0,20.9,95.33,1.6724774755136242
SAI,94.765,4.0,MEDIUM,4.0,Williams,Suzuka,0,20.7,94.765,1.2160020745620048
SAI,95.473,5.0,MEDIUM,5.0,Williams,Suzuka,0,20.6,95.473,1.7880101876128849
SAI,94.782,6.0,MEDIUM,6.0,Williams,Suzuka,0,20.6,94.782,1.2297367326437316
SAI,95.314,7.0,MEDIUM,7.0,Williams,Suzuka,0,20.6,95.314,1.659550738495521
SAI,94.639,8.0,MEDIUM,8.0,Williams,Suzuka,0,20.6,94.639,1.1142040205444712
SAI,94.854,9.0,MEDIUM,9.0,Williams,Suzuka,0,20.7,94.854,1.2879070492251794
SAI,94.427,10.0,MEDIUM,10.0,Williams,Suzuka,0,20.6,94.427,0.9429247550546682
SAI,94.789,11.0,MEDIUM,11.0,Williams,Suzuka,0,20.2,94.789,1.235392180089154
SAI,95.076,12.0,MEDIUM,12.0,Williams,Suzuka,0,20.4,95.076,1.4672655253512985
SAI,94.555,13.0,MEDIUM,13.0,Williams,Suzuka,0,20.4,94.555,1.0463386511994603
SAI,95.007,14.0,MEDIUM,14.0,Williams,Suzuka,0,20.3,95.007,1.411518971960756
SAI,94.853,16.0,MEDIUM,16.0,Williams,Suzuka,0,19.9,94.853,1.2870991281615445
SAI,94.257,17.0,MEDIUM,17.0,Williams,Suzuka,0,20.0,94.257,0.8055781742373648
SAI,94.6,18.0,MEDIUM,18.0,Williams,Suzuka,0,20.1,94.6,1.0826950990628537
SAI,94.413,19.0,MEDIUM,19.0,Williams,Suzuka,0,20.1,94.413,0.9316138601638234
SAI,94.813,20.0,MEDIUM,20.0,Williams,Suzuka,0,20.0,94.813,1.2547822856163033
SAI,94.471,21.0,MEDIUM,21.0,Williams,Suzuka,0,20.0,94.471,0.9784732818544379
SAI,94.634,22.0,MEDIUM,22.0,Williams,Suzuka,0,20.0,94.634,1.110164415226319
SAI,94.509,23.0,MEDIUM,23.0,Williams,Suzuka,0,19.9,94.509,1.0091742822724206
SAI,94.528,24.0,MEDIUM,24.0,Williams,Suzuka,0,19.7,94.528,1.0245247824814174
SAI,94.718,26.0,MEDIUM,26.0,Williams,Suzuka,0,19.6,94.718,1.1780297845713414
SAI,94.02,27.0,MEDIUM,27.0,Williams,Suzuka,0,19.4,94.02,0.614100882156766
SAI,94.037,28.0,MEDIUM,28.0,Williams,Suzuka,0,19.5,94.037,0.6278355402385043
SAI,94.382,29.0,MEDIUM,29.0,Williams,Suzuka,0,19.6,94.382,0.9065683071912634
SAI,96.33,30.0,MEDIUM,30.0,Williams,Suzuka,0,19.7,96.33,2.4803985391448125
SAI,94.387,31.0,MEDIUM,31.0,Williams,Suzuka,0,19.5,94.387,0.9106079125094156
SAI,94.65,32.0,MEDIUM,32.0,Williams,Suzuka,0,19.4,94.65,1.1230911522444222
SAI,91.676,35.0,SOFT,2.0,Williams,Suzuka,0,19.4,91.676,-1.2796660909947344
SAI,91.106,36.0,SOFT,3.0,Williams,Suzuka,0,19.3,91.106,-1.7401810972645175
SAI,92.087,37.0,SOFT,4.0,Williams,Suzuka,0,19.3,92.087,-0.947610533842315
SAI,92.013,38.0,SOFT,5.0,Williams,Suzuka,0,19.2,92.013,-1.0073966925510214
SAI,92.048,39.0,SOFT,6.0,Williams,Suzuka,0,19.3,92.048,-0.9791194553239325
SAI,92.267,40.0,SOFT,7.0,Williams,Suzuka,0,19.4,92.267,-0.8021847423887071
SAI,92.172,41.0,SOFT,8.0,Williams,Suzuka,0,19.4,92.172,-0.878937243433669
SAI,92.869,42.0,SOFT,9.0,Williams,Suzuka,0,19.4,92.869,-0.3158162620827286
SAI,92.937,43.0,SOFT,10.0,Williams,Suzuka,0,19.4,92.937,-0.2608776297558096
SAI,92.575,44.0,SOFT,11.0,Williams,Suzuka,0,19.4,92.575,-0.5533450547902955
SAI,92.819,45.0,SOFT,12.0,Williams,Suzuka,0,19.4,92.819,-0.35621231526428576
SAI,93.049,46.0,SOFT,13.0,Williams,Suzuka,0,19.4,93.049,-0.17039047062910925
SAI,92.602,47.0,SOFT,14.0,Williams,Suzuka,0,19.2,92.602,-0.5315311860722526
SAI,92.054,48.0,SOFT,15.0,Williams,Suzuka,0,19.2,92.054,-0.9742719289421452
SAI,92.959,49.0,SOFT,16.0,Williams,Suzuka,0,19.3,92.959,-0.24310336635591895
SAI,91.2,50.0,SOFT,17.0,Williams,Suzuka,0,19.4,91.2,-1.6642365172831792
SAI,91.244,51.0,SOFT,18.0,Williams,Suzuka,0,19.3,91.244,-1.6286879904834095
SAI,91.533,52.0,SOFT,19.0,Williams,Suzuka,0,19.0,91.533,-1.3951988030939948
SAI,91.238,53.0,SOFT,20.0,Williams,Suzuka,0,19.0,91.238,-1.6335355168651968
DOO,96.848,2.0,SOFT,2.0,Alpine,Suzuka,0,20.8,96.848,2.8989016501057687
DOO,95.653,3.0,SOFT,3.0,Alpine,Suzuka,0,20.9,95.653,1.933435979066504
DOO,95.344,4.0,SOFT,4.0,Alpine,Suzuka,0,20.7,95.344,1.6837883704044576
DOO,95.485,5.0,SOFT,5.0,Alpine,Suzuka,0,20.6,95.485,1.7977052403764595
DOO,95.348,6.0,SOFT,6.0,Alpine,Suzuka,0,20.6,95.348,1.6870200546589862
DOO,94.892,7.0,SOFT,7.0,Alpine,Suzuka,0,20.6,94.892,1.318608049643162
DOO,95.075,8.0,SOFT,8.0,Alpine,Suzuka,0,20.6,95.075,1.466457604287675
DOO,95.07,9.0,SOFT,9.0,Alpine,Suzuka,0,20.7,95.07,1.4624179989695112
DOO,95.007,10.0,SOFT,10.0,Alpine,Suzuka,0,20.6,95.007,1.411518971960756
DOO,95.006,11.0,SOFT,11.0,Alpine,Suzuka,0,20.2,95.006,1.410711050897121
DOO,95.186,12.0,SOFT,12.0,Alpine,Suzuka,0,20.4,95.186,1.5561368423507402
DOO,94.996,13.0,SOFT,13.0,Alpine,Suzuka,0,20.4,94.996,1.402631840260805
DOO,94.929,14.0,SOFT,14.0,Alpine,Suzuka,0,20.3,94.929,1.3485011289975208
DOO,93.799,17.0,HARD,2.0,Alpine,Suzuka,0,20.0,93.799,0.4355503270942819
DOO,93.602,18.0,HARD,3.0,Alpine,Suzuka,0,20.1,93.602,0.2763898775589356
DOO,93.981,19.0,HARD,4.0,Alpine,Suzuka,0,20.1,93.981,0.5825919606751484
DOO,93.7,20.0,HARD,5.0,Alpine,Suzuka,0,20.0,93.7,0.35556614179479124
DOO,93.811,21.0,HARD,6.0,Alpine,Suzuka,0,20.0,93.811,0.4452453798578565
DOO,93.522,22.0,HARD,7.0,Alpine,Suzuka,0,20.0,93.522,0.21175619246844193
DOO,93.484,23.0,HARD,8.0,Alpine,Suzuka,0,19.9,93.484,0.18105519205044798
DOO,93.367,24.0,HARD,9.0,Alpine,Suzuka,0,19.6,93.367,0.08652842760560686
DOO,93.598,25.0,HARD,10.0,Alpine,Suzuka,0,19.6,93.598,0.27315819330440694
DOO,93.735,26.0,HARD,11.0,Alpine,Suzuka,0,19.6,93.735,0.3838433790218801
DOO,93.454,27.0,HARD,12.0,Alpine,Suzuka,0,19.4,93.454,0.1568175601415114
DOO,93.282,28.0,HARD,13.0,Alpine,Suzuka,0,19.5,93.282,0.017855137196949433
DOO,93.209,29.0,HARD,14.0,Alpine,Suzuka,0,19.6,93.209,-0.04112310044812189
DOO,93.154,30.0,HARD,15.0,Alpine,Suzuka,0,19.7,93.154,-0.08555875894784275
DOO,93.085,31.0,HARD,16.0,Alpine,Suzuka,0,19.5,93.085,-0.14130531233839685
DOO,92.912,32.0,HARD,17.0,Alpine,Suzuka,0,19.4,92.912,-0.2810756563465824
DOO,95.137,33.0,HARD,18.0,Alpine,Suzuka,0,19.4,95.137,1.5165487102328068
DOO,93.301,34.0,HARD,19.0,Alpine,Suzuka,0,19.4,93.301,0.03320563740594642
DOO,93.23,35.0,HARD,20.0,Alpine,Suzuka,0,19.4,93.23,-0.02415675811186629
DOO,93.166,36.0,HARD,21.0,Alpine,Suzuka,0,19.3,93.166,-0.07586370618426812
DOO,92.947,37.0,HARD,22.0,Alpine,Suzuka,0,19.3,92.947,-0.2527984191194936
DOO,93.089,38.0,HARD,23.0,Alpine,Suzuka,0,19.2,93.089,-0.13807362808386814
DOO,93.14,39.0,HARD,24.0,Alpine,Suzuka,0,19.3,93.14,-0.09686965383867599
DOO,93.251,40.0,HARD,25.0,Alpine,Suzuka,0,19.2,93.251,-0.0071904157756106975
DOO,93.273,41.0,HARD,26.0,Alpine,Suzuka,0,19.4,93.273,0.010583847624268462
DOO,93.18,42.0,HARD,27.0,Alpine,Suzuka,0,19.4,93.18,-0.06455281129342341
DOO,92.906,43.0,HARD,28.0,Alpine,Suzuka,0,19.4,92.906,-0.2859231827283697
DOO,92.974,44.0,HARD,29.0,Alpine,Suzuka,0,19.4,92.974,-0.23098455040145066
DOO,93.013,45.0,HARD,30.0,Alpine,Suzuka,0,19.4,93.013,-0.19947562891983311
DOO,92.743,46.0,HARD,31.0,Alpine,Suzuka,0,19.4,92.743,-0.4176143161002622
DOO,92.685,47.0,HARD,32.0,Alpine,Suzuka,0,19.2,92.685,-0.46447373779086526
DOO,92.809,48.0,HARD,33.0,Alpine,Suzuka,0,19.2,92.809,-0.36429152590060176
DOO,93.046,49.0,HARD,34.0,Alpine,Suzuka,0,19.3,93.046,-0.1728142338200029
DOO,93.871,50.0,HARD,35.0,Alpine,Suzuka,0,19.4,93.871,0.49372064367571816
DOO,92.94,51.0,HARD,36.0,Alpine,Suzuka,0,19.2,92.94,-0.2584538665649159
DOO,92.976,52.0,HARD,37.0,Alpine,Suzuka,0,19.0,92.976,-0.22936870827419203
DOO,92.96,53.0,HARD,38.0,Alpine,Suzuka,0,19.0,92.96,-0.24229544529229538
HUL,97.125,2.0,MEDIUM,2.0,Kick Sauber,Suzuka,0,20.8,97.125,3.1226957847316084
HUL,95.419,3.0,MEDIUM,3.0,Kick Sauber,Suzuka,0,20.9,95.419,1.744382450176799
HUL,95.266,4.0,MEDIUM,4.0,Kick Sauber,Suzuka,0,20.7,95.266,1.620770527441234
HUL,95.266,5.0,MEDIUM,5.0,Kick Sauber,Suzuka,0,20.6,95.266,1.620770527441234
HUL,95.091,6.0,MEDIUM,6.0,Kick Sauber,Suzuka,0,20.6,95.091,1.4793843413057668
HUL,95.254,7.0,MEDIUM,7.0,Kick Sauber,Suzuka,0,20.6,95.254,1.6110754746776594
HUL,94.76,8.0,MEDIUM,8.0,Kick Sauber,Suzuka,0,20.6,94.76,1.2119624692438526
HUL,94.87,9.0,MEDIUM,9.0,Kick Sauber,Suzuka,0,20.7,94.87,1.3008337862432828
HUL,94.598,10.0,MEDIUM,10.0,Kick Sauber,Suzuka,0,20.6,94.598,1.0810792569355951
HUL,94.906,11.0,MEDIUM,11.0,Kick Sauber,Suzuka,0,20.2,94.906,1.3299189445340067
HUL,95.054,12.0,MEDIUM,12.0,Kick Sauber,Suzuka,0,20.4,95.054,1.4494912619514193
HUL,94.482,13.0,MEDIUM,13.0,Kick Sauber,Suzuka,0,20.4,94.482,0.9873604135543775
HUL,94.789,14.0,MEDIUM,14.0,Kick Sauber,Suzuka,0,20.3,94.789,1.235392180089154
HUL,94.729,15.0,MEDIUM,15.0,Kick Sauber,Suzuka,0,20.3,94.729,1.186916916271281
HUL,94.995,16.0,MEDIUM,16.0,Kick Sauber,Suzuka,0,19.9,94.995,1.4018239191971813
HUL,94.492,17.0,MEDIUM,17.0,Kick Sauber,Suzuka,0,20.0,94.492,0.9954396241906935
HUL,94.551,18.0,MEDIUM,18.0,Kick Sauber,Suzuka,0,20.1,94.551,1.0431069669449315
HUL,94.312,19.0,MEDIUM,19.0,Kick Sauber,Suzuka,0,20.1,94.312,0.8500138327370742
HUL,94.314,20.0,MEDIUM,20.0,Kick Sauber,Suzuka,0,20.0,94.314,0.8516296748643328
HUL,94.438,21.0,MEDIUM,21.0,Kick Sauber,Suzuka,0,20.0,94.438,0.9518118867546077
HUL,92.816,24.0,HARD,2.0,Kick Sauber,Suzuka,0,19.6,92.816,-0.3586360784551794
HUL,96.862,25.0,HARD,3.0,Kick Sauber,Suzuka,0,19.6,96.862,2.9102125449966016
HUL,93.529,26.0,HARD,4.0,Kick Sauber,Suzuka,0,19.6,93.529,0.21741163991385282
HUL,92.983,27.0,HARD,5.0,Kick Sauber,Suzuka,0,19.4,92.983,-0.2237132608287697
HUL,93.104,28.0,HARD,6.0,Kick Sauber,Suzuka,0,19.5,93.104,-0.12595481212939985
HUL,92.854,29.0,HARD,7.0,Kick Sauber,Suzuka,0,19.6,92.854,-0.3279350780371969
HUL,92.897,30.0,HARD,8.0,Kick Sauber,Suzuka,0,19.7,92.897,-0.29319447230105067
HUL,92.572,31.0,HARD,9.0,Kick Sauber,Suzuka,0,19.5,92.572,-0.5557688179811892
HUL,92.679,32.0,HARD,10.0,Kick Sauber,Suzuka,0,19.4,92.679,-0.4693212641726525
HUL,93.243,33.0,HARD,11.0,Kick Sauber,Suzuka,0,19.4,93.243,-0.013653784284668102
HUL,93.44,34.0,HARD,12.0,Kick Sauber,Suzuka,0,19.4,93.44,0.14550666525067818
HUL,93.212,35.0,HARD,13.0,Kick Sauber,Suzuka,0,19.4,93.212,-0.03869933725722823
HUL,93.224,36.0,HARD,14.0,Kick Sauber,Suzuka,0,19.3,93.224,-0.029004284493653606
HUL,93.187,37.0,HARD,15.0,Kick Sauber,Suzuka,0,19.3,93.187,-0.05889736384801253
HUL,92.846,38.0,HARD,16.0,Kick Sauber,Suzuka,0,19.2,92.846,-0.33439844654624284
HUL,93.053,39.0,HARD,17.0,Kick Sauber,Suzuka,0,19.3,93.053,-0.16715878637459203
HUL,93.299,40.0,HARD,18.0,Kick Sauber,Suzuka,0,19.4,93.299,0.031589795278687806
HUL,93.953,41.0,HARD,19.0,Kick Sauber,Suzuka,0,19.4,93.953,0.5599701708934819
HUL,92.937,42.0,HARD,20.0,Kick Sauber,Suzuka,0,19.4,92.937,-0.2608776297558096
HUL,92.857,43.0,HARD,21.0,Kick Sauber,Suzuka,0,19.4,92.857,-0.32551131484630325
HUL,92.732,44.0,HARD,22.0,Kick Sauber,Suzuka,0,19.4,92.732,-0.42650144780020177
HUL,92.914,45.0,HARD,23.0,Kick Sauber,Suzuka,0,19.4,92.914,-0.27945981421932375
HUL,93.019,46.0,HARD,24.0,Kick Sauber,Suzuka,0,19.4,93.019,-0.1946281025380458
HUL,92.777,47.0,HARD,25.0,Kick Sauber,Suzuka,0,19.2,92.777,-0.3901449999367969
HUL,93.623,48.0,HARD,26.0,Kick Sauber,Suzuka,0,19.2,93.623,0.29335621989519123
HUL,92.873,49.0,HARD,27.0,Kick Sauber,Suzuka,0,19.3,92.873,-0.3125845778281999
HUL,92.936,50.0,HARD,28.0,Kick Sauber,Suzuka,0,19.4,92.936,-0.2616855508194331
HUL,92.989,51.0,HARD,29.0,Kick Sauber,Suzuka,0,19.2,92.989,-0.21886573444698237
HUL,92.95,52.0,HARD,30.0,Kick Sauber,Suzuka,0,19.0,92.95,-0.2503746559285999
HUL,92.804,53.0,HARD,31.0,Kick Sauber,Suzuka,0,19.0,92.804,-0.36833113121875405
LAW,96.326,2.0,MEDIUM,2.0,Racing Bulls,Suzuka,0,20.8,96.326,2.477166854890284
LAW,95.233,3.0,MEDIUM,3.0,Racing Bulls,Suzuka,0,20.9,95.233,1.5941091323414038
LAW,95.098,4.0,MEDIUM,4.0,Racing Bulls,Suzuka,0,20.7,95.098,1.4850397887511892
LAW,95.169,5.0,MEDIUM,5.0,Racing Bulls,Suzuka,0,20.6,95.169,1.5424021842690019
LAW,95.056,6.0,MEDIUM,6.0,Racing Bulls,Suzuka,0,20.6,95.056,1.451107104078678
LAW,95.115,7.0,MEDIUM,7.0,Racing Bulls,Suzuka,0,20.6,95.115,1.498774446832916
LAW,94.69,8.0,MEDIUM,8.0,Racing Bulls,Suzuka,0,20.6,94.69,1.1554079947896634
LAW,94.713,9.0,MEDIUM,9.0,Racing Bulls,Suzuka,0,20.7,94.713,1.1739901792531777
LAW,94.552,10.0,MEDIUM,10.0,Racing Bulls,Suzuka,0,20.6,94.552,1.0439148880085667
LAW,94.837,11.0,MEDIUM,11.0,Racing Bulls,Suzuka,0,20.2,94.837,1.2741723911434526
LAW,94.804,12.0,MEDIUM,12.0,Racing Bulls,Suzuka,0,20.4,94.804,1.2475109960436224
LAW,94.593,13.0,MEDIUM,13.0,Racing Bulls,Suzuka,0,20.4,94.593,1.0770396516174428
LAW,94.737,14.0,MEDIUM,14.0,Racing Bulls,Suzuka,0,20.4,94.737,1.1933802847803268
LAW,94.705,15.0,MEDIUM,15.0,Racing Bulls,Suzuka,0,20.3,94.705,1.1675268107441317
LAW,94.633,16.0,MEDIUM,16.0,Racing Bulls,Suzuka,0,19.9,94.633,1.109356494162684
LAW,94.544,17.0,MEDIUM,17.0,Racing Bulls,Suzuka,0,20.0,94.544,1.0374515194995093
LAW,94.581,18.0,MEDIUM,18.0,Racing Bulls,Suzuka,0,20.1,94.581,1.0673445988538681
LAW,94.342,19.0,MEDIUM,19.0,Racing Bulls,Suzuka,0,20.1,94.342,0.8742514646460108
LAW,94.768,20.0,MEDIUM,20.0,Racing Bulls,Suzuka,0,20.0,94.768,1.2184258377528985
